0.06, 0.06, 0.00, 0.03, -0.04, -0.01, 0.02, 0.12, -0.11, -0.02, -0.03, 0.01
-0.12, 0.03, -0.04, 0.00, -0.02, -0.01, 0.18, 0.08, -0.08, -0.01, -0.01, 0.00
-0.03, 0.00, 0.05, 0.02, -0.01, -0.00, 0.07, 0.07, -0.07, -0.01, -0.00, 0.00
-0.01, 0.02, 0.00, 0.01, -0.00, -0.02, 0.06, 0.05, -0.04, -0.01, 0.00, 0.00
0.04, 0.02, -0.01, -0.00, -0.01, -0.00, 0.00, 0.03, -0.05, 0.01, -0.02, 0.01
0.02, -0.03, -0.12, 0.00, -0.02, -0.01, 0.06, 0.00, 0.03, -0.03, -0.02, -0.01
-0.03, 0.08, -0.01, 0.01, -0.04, 0.02, 0.06, 0.00, -0.14, -0.03, -0.03, -0.03
-0.04, 0.08, 0.00, 0.01, -0.03, 0.01, 0.12, 0.21, -0.05, -0.01, -0.02, -0.01
-0.06, 0.05, -0.01, 0.00, -0.01, 0.00, 0.11, 0.09, -0.11, 0.01, -0.02, -0.00
-0.04, -0.01, -0.08, 0.01, -0.01, -0.01, 0.05, 0.04, 0.05, -0.01, -0.01, 0.01
-0.05, 0.00, -0.05, -0.02, -0.02, -0.02, 0.07, -0.02, -0.01, 0.02, -0.01, 0.00
0.05, 0.05, -0.05, 0.02, -0.01, 0.01, 0.05, 0.02, -0.03, -0.04, -0.02, -0.01
-0.03, 0.01, 0.00, -0.01, -0.01, 0.01, 0.06, 0.17, 0.03, 0.02, -0.01, 0.00
0.14, 0.03, 0.00, -0.02, -0.02, 0.01, -0.12, 0.09, -0.07, 0.02, -0.02, 0.00
-0.12, -0.02, -0.19, -0.01, -0.02, -0.01, 0.15, -0.04, 0.10, -0.02, -0.03, -0.00
0.13, 0.00, 0.07, -0.03, -0.02, 0.02, -0.10, 0.10, -0.09, 0.03, -0.05, -0.01
-0.16, -0.18, -0.15, -0.07, -0.03, 0.02, 0.09, -0.29, 0.06, 0.02, -0.05, -0.01
0.12, 0.00, -0.01, -0.09, -0.05, 0.03, -0.14, 0.16, 0.02, 0.06, -0.07, -0.00
-0.05, 0.00, -0.10, -0.10, -0.04, 0.05, 0.05, -0.15, 0.11, 0.06, -0.08, -0.02
0.01, -0.06, -0.14, -0.13, -0.07, 0.04, 0.01, -0.13, 0.15, 0.07, -0.12, -0.02
0.06, 0.03, -0.02, -0.14, -0.10, 0.03, -0.05, 0.04, -0.08, 0.08, -0.14, -0.02
0.01, -0.01, -0.15, -0.15, -0.10, 0.03, 0.01, -0.03, 0.00, 0.11, -0.14, -0.01
-0.09, 0.11, -0.02, -0.14, -0.08, 0.05, 0.16, 0.10, -0.14, 0.11, -0.13, -0.02
-0.01, 0.10, -0.01, -0.16, -0.08, 0.04, 0.07, 0.16, -0.07, 0.10, -0.14, -0.04
-0.13, 0.00, 0.00, -0.16, -0.08, 0.04, 0.13, -0.09, -0.14, 0.14, -0.14, -0.02
-0.04, 0.05, -0.11, -0.14, -0.08, 0.02, 0.13, -0.06, -0.09, 0.09, -0.14, -0.02
-0.23, 0.06, -0.03, -0.16, -0.06, 0.04, 0.27, 0.11, -0.21, 0.11, -0.12, -0.01
-0.24, 0.19, -0.07, -0.15, -0.04, 0.04, 0.31, -0.03, -0.08, 0.08, -0.09, -0.01
-0.09, 0.19, 0.08, -0.14, -0.02, 0.03, 0.10, 0.05, -0.09, 0.11, -0.08, -0.03
-0.09, 0.02, 0.03, -0.16, -0.01, 0.03, 0.10, 0.00, -0.17, 0.17, -0.06, -0.03
0.09, -0.01, 0.04, -0.12, -0.00, 0.02, -0.07, 0.03, -0.19, 0.10, -0.06, -0.03
0.38, 0.01, 0.05, -0.09, 0.00, 0.01, -0.20, 0.00, -0.17, 0.08, -0.04, -0.03
-0.05, 0.42, 0.01, -0.11, 0.06, 0.06, 0.27, 0.57, -0.24, 0.10, 0.03, 0.00
-0.08, -0.13, -0.13, -0.06, 0.05, -0.01, 0.08, 0.19, -0.04, 0.05, -0.01, -0.02
0.01, 0.02, 0.13, -0.05, 0.01, 0.00, 0.00, -0.09, -0.09, 0.02, -0.01, 0.01
-0.04, -0.20, -0.03, -0.05, -0.00, -0.01, -0.01, -0.33, 0.03, -0.00, -0.02, 0.01
-0.07, -0.15, 0.00, -0.07, -0.00, 0.03, 0.05, -0.32, 0.00, 0.03, -0.03, -0.00
-0.04, -0.02, 0.03, -0.08, 0.00, 0.03, 0.08, -0.03, -0.23, 0.06, -0.02, -0.02
