-0.07, -0.04, 0.02, 0.00, -0.02, -0.00, 0.11, -0.02, -0.20, -0.02, -0.03, 0.00
-0.06, 0.11, 0.02, -0.03, -0.01, -0.01, 0.15, 0.25, -0.27, 0.03, -0.02, 0.01
0.12, 0.03, 0.06, -0.00, -0.01, 0.01, 0.00, -0.10, -0.26, 0.02, -0.00, 0.01
-0.15, 0.07, -0.04, -0.03, 0.01, 0.01, 0.29, 0.17, -0.03, 0.01, -0.01, 0.01
-0.19, 0.04, -0.09, -0.00, -0.01, -0.02, 0.26, 0.12, -0.02, -0.02, -0.03, 0.02
-0.05, 0.02, 0.06, -0.02, -0.01, -0.01, 0.08, 0.13, -0.20, 0.01, -0.02, 0.01
-0.07, -0.17, -0.06, 0.01, -0.02, -0.02, 0.11, -0.17, -0.08, -0.02, -0.02, 0.01
0.05, 0.05, 0.06, -0.00, -0.02, -0.00, 0.03, 0.08, -0.19, -0.01, -0.03, 0.01
-0.10, 0.00, -0.05, -0.01, -0.04, -0.00, 0.15, 0.10, -0.03, -0.00, -0.03, 0.01
-0.07, -0.16, 0.02, -0.01, -0.05, 0.01, 0.08, -0.07, -0.07, 0.02, -0.03, 0.02
0.00, 0.00, -0.08, -0.02, -0.05, 0.00, 0.06, 0.00, -0.15, -0.02, -0.04, 0.01
-0.02, 0.00, -0.01, -0.06, -0.03, 0.01, 0.02, -0.04, -0.09, 0.05, -0.05, 0.01
-0.01, -0.18, -0.10, -0.06, -0.03, 0.02, 0.01, -0.15, 0.06, 0.04, -0.06, -0.02
0.06, 0.02, 0.05, -0.10, -0.04, 0.04, -0.07, 0.00, 0.04, 0.03, -0.08, -0.03
0.03, -0.17, -0.09, -0.09, -0.05, 0.07, 0.00, -0.10, 0.04, 0.02, -0.11, -0.04
0.15, 0.00, 0.12, -0.16, -0.06, 0.08, -0.13, 0.04, -0.02, 0.09, -0.14, -0.06
0.09, -0.02, -0.09, -0.11, -0.12, 0.08, 0.02, -0.01, 0.01, 0.04, -0.18, -0.07
-0.09, 0.08, 0.08, -0.15, -0.12, 0.10, 0.15, 0.10, -0.14, 0.06, -0.19, -0.09
-0.13, -0.08, -0.16, -0.13, -0.14, 0.09, 0.21, -0.07, -0.06, 0.09, -0.19, -0.08
-0.22, 0.08, 0.02, -0.15, -0.12, 0.10, 0.23, 0.01, -0.18, 0.05, -0.18, -0.07
-0.10, 0.04, 0.01, -0.16, -0.12, 0.09, 0.13, 0.13, -0.09, 0.11, -0.18, -0.06
-0.10, 0.16, 0.04, -0.14, -0.12, 0.08, 0.08, -0.03, -0.20, 0.06, -0.17, -0.06
-0.10, 0.01, 0.02, -0.16, -0.12, 0.09, 0.12, 0.02, -0.22, 0.08, -0.17, -0.07
